hcpcs_code,hcpcs_desc,tot_services,num_npi,num_per_npi
80069,Kidney function blood test panel,18.0,1,18.0
95973,Electronic analysis and programming of implanted complex spinal cord or peripheral neurostimulator generator system during or after surgery,17.0,1,17.0
61215,Insertion of device for continuous infusion in brain,17.0,1,17.0
71270,CT scan chest before and after contrast,17.0,1,17.0
20605,Aspiration and/or injection of medium joint or joint capsule,17.0,1,17.0
76705,Ultrasound of abdomen,16.0,1,16.0
97605,"Negative pressure wound therapy, surface area less than or equal to 50 square centimeters, per session",16.0,1,16.0
0232T,Harvest and injections of platelet rich plasma using imaging guidance,16.0,1,16.0
34900,Placement of graft for repair of groin artery,16.0,1,16.0
20982,Destruction of 1 or more bone growths accessed through the skin,15.0,1,15.0
37238,"Insertion of intravascular stents in vein, open or accessed through the skin, with radiological supervision and interpretation",15.0,1,15.0
37211,Insertion of catheter into artery for drug infusion for blood clot including radiological supervision and interpretation,15.0,1,15.0
61120,Injection into ventricle of brain,15.0,1,15.0
21610,Removal of joint joining rib and spine bone,15.0,1,15.0
52332,Insertion of stent in urinary duct (ureter) using an endoscope,15.0,1,15.0
22015,"Drainage of abscess of lower spine or sacrum, open procedure",15.0,1,15.0
64713,"Release of major nerve of arm or leg, open procedure",15.0,1,15.0
26145,"Repair of tendon, finger and/or hand",15.0,1,15.0
74170,CT scan abdomen before and after contrast,15.0,1,15.0
51741,Electronic assessment of bladder emptying,14.0,1,14.0
83036,Hemoglobin a1c level,14.0,1,14.0
37250,Ultrasound evaluation of blood vessel during diagnosis or treatment,14.0,1,14.0
97166,"Evaluation for occupational therapy, typically 45 minutes",14.0,1,14.0
22305,Closed treatment of broken spine bones,14.0,1,14.0
73222,Mri scan of arm joint with contrast,14.0,1,14.0
82043,Urine microalbumin (protein) level,14.0,1,14.0
51797,Insertion of device into the abdomen with measurement of pressure and urine flow rate,14.0,1,14.0
G0204,"Diagnostic mammography, producing direct 2-d digital image, bilateral, all view",14.0,1,14.0
75945,Initial ultrasound of blood vessel,14.0,1,14.0
61343,Excision of skull base and upper spine to release spinal cord,14.0,1,14.0
17110,"Destruction of skin growth, 1-14 growths",14.0,1,14.0
62302,X-ray of upper spinal canal with radiological supervision and interpretation,13.0,1,13.0
74181,MRI scan of abdomen,13.0,1,13.0
64912,"Repair of nerve using nerve graft, first strand",13.0,1,13.0
27146,Incision of pelvic bone,13.0,1,13.0
G0461,"Immunohistochemistry or immunocytochemistry, per specimen; first single or multiplex antibody stain",13.0,1,13.0
20920,Obtaining deep thigh tissue for graft using stripper,13.0,1,13.0
31291,Repair of leak of brain and spinal fluid from sinus behind eyes using endoscope,13.0,1,13.0
93978,Ultrasound scan of vena cava or groin graft or vessel blood flow,13.0,1,13.0
61316,Insertion of bone graft onto skull,13.0,1,13.0
49427,Injection for X-ray study of shunt from jugular vein to abdominal cavity,13.0,1,13.0
82306,Vitamin D-3 level,13.0,1,13.0
15110,"Skin graft at trunk, arms, or legs (first 100 sq cm or less, or 1% body area of infants and children)",13.0,1,13.0
62360,Implantation or replacement of spinal canal drug infusion device,12.0,1,12.0
71271,Low dose ct scan of chest for lung cancer screening,12.0,1,12.0
10140,Drainage of blood or fluid accumulation,12.0,1,12.0
73501,"X-ray of hip, 1 view",12.0,1,12.0
95967,Measurement and recording of externally evoked brain processing function using magnetic fields,12.0,1,12.0
95966,Measurement and recording of externally evoked brain processing function using magnetic fields,12.0,1,12.0
22804,"Fusion of spine bones for correction of deformity, posterior approach, 13 or more vertebral segments",12.0,1,12.0
24305,Lengthening of tendon of upper arm or elbow,12.0,1,12.0
26025,Drainage of fluid-filled sac (bursa) of palm,12.0,1,12.0
37609,Tying or biopsy of temporal artery (side of skull),12.0,1,12.0
36558,"Insertion of central venous catheter for infusion, patient 5 years or older",12.0,1,12.0
98967,"Telephone assessment and management service, 11-20 minutes of medical discussion",12.0,1,12.0
27614,Biopsy of tissue or muscle of lower leg or ankle,12.0,1,12.0
64520,"Injection of anesthetic agent, middle or lower spine sympathetic nerves",12.0,1,12.0
30435,Revision to reshape nasal bones after previous repair,12.0,1,12.0
15002,"Preparation of graft site at trunk, arms, or legs (first 100 sq cm or 1% body area infants and children)",12.0,1,12.0
30560,Release of nasal scar tissue,12.0,1,12.0
31254,Partial removal of nasal sinus using an endoscope,12.0,1,12.0
37187,Removal of blood clot and injections (accessed through the skin) to dissolve blood clot from veins using fluoroscopic guidance,12.0,1,12.0
93246,Heart rhythm recording of continous external ekg over 8-15 days,12.0,1,12.0
90792,Psychiatric diagnostic evaluation with medical services,12.0,1,12.0
63185,Removal of spine bone with severing of nerve roots,12.0,1,12.0
99355,Prolonged office or other outpatient service each 30 minutes beyond first hour,12.0,1,12.0
U0003,"Infectious agent detection by nucleic acid (dna or rna); severe acute respiratory syndrome coronavirus 2 (sars-cov-2) (coronavirus disease [covid-19]), amplified probe technique, making use of high throughput technologies as described by cms-2020-01-r",11.0,1,11.0
61518,Removal of brain tumor,11.0,1,11.0
22101,Partial removal of spine bone and growth at middle spinal column,11.0,1,11.0
30140,Removal of nasal air passage under lining tissue,11.0,1,11.0
94729,Measurement of lung diffusing capacity,11.0,1,11.0
94727,Determination of lung volumes using gas dilution or washout,11.0,1,11.0
94375,Diagnostic testing in a pulmonary function lab,11.0,1,11.0
90714,"Vaccine for tetanus and diphtheria toxoids injection into muscle, patient 7 years or older",11.0,1,11.0
87880,"Strep test (Streptococcus, group A)",11.0,1,11.0
85652,"Red blood cell sedimentation rate, to detect inflammation",11.0,1,11.0
85014,Red blood cell concentration measurement,11.0,1,11.0
77051,Computer analysis of diagnostic mammogram,11.0,1,11.0
76831,Ultrasound of uterus,11.0,1,11.0
74020,Imaging of abdomen,11.0,1,11.0
71275,Ct scan of blood vessels of chest with contrast,11.0,1,11.0
71101,"X-ray of ribs on one side of body including the chest, minimum of 3 views",11.0,1,11.0
71047,"X-ray of chest, 3 views",11.0,1,11.0
69210,Removal of impacted ear wax,11.0,1,11.0
63304,Removal of upper spine bone growth,11.0,1,11.0
62200,Creation of brain fluid drainage shunt,11.0,1,11.0
61600,Removal of lesion at skull base,11.0,1,11.0
58340,Introduction of saline or X-ray contrast material for X-ray imaging of the uterus and tubes,11.0,1,11.0
51702,Insertion of indwelling bladder catheter,11.0,1,11.0
J0360,"Injection, hydralazine hcl, up to 20 mg",11.0,1,11.0
30520,Reshaping of nasal cartilage,11.0,1,11.0
U0005,"Infectious agent detection by nucleic acid (dna or rna); severe acute respiratory syndrome coronavirus 2 (sars-cov-2) (coronavirus disease [covid-19]), amplified probe technique, cdc or non-cdc, making use of high throughput technologies, completed within",11.0,1,11.0
